DrugID,UniprotID,Scores
DB04876,Q5SHN7,0.964640293
DB00775,P9WPS1,0.964640293
DB01599,Q91RS4,0.964640293
DB01247,Q3MS49,0.964640293
DB01143,P0DTD1,0.964640293
DB00341,P0A7R5,0.964640293
DB09477,P0A7R5,0.964640293
DB01612,K9N7C7,0.964640293
DB00828,P18545,0.964640293
DB01605,Q16853,0.964640293
DB01421,Q96SW2,0.964543834
DB03754,P24385,0.964254515
DB00302,O95069,0.964254515
DB13908,P03886,0.964254515
DB03754,P51812,0.964254515
DB00251,Q15825,0.964254515
DB00251,P07327,0.964254515
DB00828,Q16832,0.964254515
DB06821,O60427,0.964254515
DB03754,P29466,0.964254515
DB13908,P98194,0.964254515
DB00251,P19320,0.964254515
DB00251,Q92806,0.964254515
DB09552,P61073,0.964254515
DB00828,P46925,0.964254515
DB11328,Q9Y6Y9,0.964254515
DB00828,Q9Y6F1,0.964254515
DB15694,Q9NR96,0.964254515
DB09257,Q04206,0.964254515
DB03754,P00742,0.964158094
DB00452,P21817,0.964158094
DB01421,P68371,0.964061683
DB01421,P83223,0.964061683
DB00226,Q16647,0.963965282
DB03754,Q9X6V3,0.963965282
DB00919,Q6GI75,0.963965282
DB00405,P69905,0.963965282
DB09041,P23560,0.963965282
DB01170,O60218,0.963965282
DB00498,P32418,0.96386889
DB04864,P61073,0.96386889
DB00341,O90777,0.963676135
DB05246,Q9A1X4,0.963676135
DB01082,Q9Y6R4,0.963676135
DB09477,Q86V67,0.963676135
DB00810,K9N7C7,0.963676135
DB00551,P0C6X7,0.963676135
DB11327,P21430,0.963676135
DB12532,P29323,0.963676135
DB01339,P25815,0.963676135
DB01070,Q9UNP4,0.963676135
DB09075,Q3MS49,0.963676135
DB00452,O75747,0.963676135
DB01082,Q9UI33,0.963676135
DB00181,P23297,0.963676135
DB00235,O60488,0.963676135
DB12789,P23280,0.963676135
DB09096,P0DTD1,0.963676135
DB00341,Q9NR33,0.963676135
DB06780,P80511,0.963676135
DB12789,P35218,0.963676135
DB01339,Q9NR33,0.963676135
DB05246,P62580,0.963676135
DB00426,Q5SHN7,0.963676135
DB03754,P28472,0.963676135
DB04876,Q9NR33,0.963676135
DB00967,O90777,0.963676135
DB11328,Q16602,0.963676135
DB04876,O90777,0.963676135
DB00592,K9N7C7,0.963676135
DB06714,Q3MS49,0.963676135
DB04876,P25815,0.963676135
DB00283,K9N7C7,0.963676135
DB01158,P98194,0.963676135
DB12532,Q9Y2H9,0.963676135
DB01066,P54710,0.963676135
DB00235,Q9H093,0.963676135
DB00181,P29034,0.963676135
DB08809,Q5S007,0.963676135
DB03754,Q9ULX7,0.963676135
DB01070,P41594,0.963676135
DB12532,Q6ZN16,0.963676135
DB00967,Q9NR33,0.963676135
DB06817,P0C6X7,0.963676135
DB06817,P0DTD1,0.963676135
DB01082,O75747,0.963676135
DB00452,Q9UI33,0.963676135
DB01339,O90777,0.963676135
DB12532,Q13523,0.963676135
DB00967,P25815,0.963676135
DB00699,K9N7C7,0.963676135
DB12532,Q9NRP7,0.963676135
DB01250,Q6DT37,0.963676135
DB06751,P21980,0.963676135
DB01005,K9N7C7,0.963676135
DB00299,Q5SHN7,0.963676135
DB01143,P0C6X7,0.963676135
DB00792,K9N7C7,0.963676135
DB00341,P25815,0.963676135
DB01613,Q86V67,0.963676135
DB00452,Q9Y6R4,0.963676135
DB05246,P09429,0.963676135
DB00479,P51168,0.963387076
DB00479,P51170,0.963387076
DB00251,O60427,0.963387076
DB01421,P14902,0.963387076
DB06751,P23560,0.963387076
DB00479,P37088,0.963387076
DB00479,P51172,0.963387076
DB11328,P37288,0.963387076
DB09040,P05230,0.963387076
DB00828,Q16665,0.963290742
DB00600,O60488,0.963290742
DB01153,O75762,0.963290742
DB01153,Q7Z2W7,0.963290742
DB00600,Q9H093,0.963290742
DB00226,Q14534,0.963194418
DB01421,P13922,0.963194418
DB04880,Q92806,0.963001798
DB04575,P41594,0.963001798
DB04880,P07327,0.963001798
DB01125,P10620,0.963001798
DB01125,P28161,0.963001798
DB15694,P94692,0.963001798
DB04880,P48051,0.963001798
DB00251,P69905,0.963001798
DB00226,Q9H093,0.963001798
DB01125,Q04760,0.963001798
DB04880,P19320,0.963001798
DB08936,P49327,0.963001798
DB01153,P41594,0.963001798
DB01070,P24752,0.963001798
DB09488,Q04206,0.963001798
DB01125,Q16873,0.963001798
DB09041,P45954,0.963001798
DB03754,P60568,0.963001798
DB08936,P16233,0.963001798
DB00226,O60488,0.963001798
DB00828,P48736,0.963001798
DB04880,Q15825,0.963001798
DB08936,P07098,0.963001798
DB03754,P19838,0.963001798
DB01421,Q9Y2I1,0.962905503
DB00183,Q3MS49,0.962712941
DB04876,P26447,0.962712941
DB09477,P29034,0.962712941
DB01330,P0DTD1,0.962712941
DB01613,P23297,0.962712941
DB08799,P49327,0.962712941
DB00892,Q3MS49,0.962712941
DB01219,Q3MS49,0.962712941
DB11327,P0A7R5,0.962712941
DB12532,I6TLU5,0.962712941
DB00989,Q3MS49,0.962712941
DB09069,P0DTD1,0.962712941
DB01419,Q3MS49,0.962712941
DB00890,P0DTD1,0.962712941
DB01010,Q3MS49,0.962712941
DB11201,Q3MS49,0.962712941
DB00181,P25815,0.962712941
DB01599,P00378,0.962712941
DB01082,Q5R2K6,0.962712941
DB00991,Q3MS49,0.962712941
DB00621,P23297,0.962712941
DB00967,P29034,0.962712941
DB01046,P12823,0.962712941
DB00341,P29034,0.962712941
DB01057,P0DTD1,0.962712941
DB12532,Q9H422,0.962712941
DB08799,P07098,0.962712941
DB01250,Q15746,0.962712941
DB01599,Q9A1X4,0.962712941
DB06766,P05230,0.962712941
DB11323,Q3MS49,0.962712941
DB08799,P16233,0.962712941
DB01399,Q3MS49,0.962712941
DB01400,Q3MS49,0.962712941
DB01116,Q3MS49,0.962712941
DB01157,Q05318,0.962712941
DB00944,Q3MS49,0.962712941
DB06802,Q3MS49,0.962712941
DB01600,Q3MS49,0.962712941
DB00868,Q3MS49,0.962712941
DB00561,Q3MS49,0.962712941
DB01082,Q9Y2H9,0.962712941
DB01099,P78527,0.962712941
DB01299,K9N7C7,0.962712941
DB01063,P23297,0.962712941
DB00689,P0DTD1,0.962712941
DB01599,Q15185,0.962712941
DB00760,P78559,0.962712941
DB01339,P26447,0.962712941
DB01599,P62580,0.962712941
DB01082,Q8NEV4,0.962712941
DB11217,P0DTD1,0.962712941
DB06780,P9WPS1,0.962712941
DB12532,O14980,0.962712941
DB11071,Q3MS49,0.962712941
DB00452,Q8NEV4,0.962712941
DB00452,Q9Y2H9,0.962712941
DB09526,P0DTD1,0.962712941
DB00733,Q3MS49,0.962712941
DB01113,P9WPS1,0.962712941
DB11327,P25815,0.962712941
DB00452,Q5R2K6,0.962712941
DB00479,Q9NYK1,0.962712941
DB04876,P29034,0.962712941
DB00979,Q3MS49,0.962712941
DB01339,P29034,0.962712941
DB00967,P26447,0.962712941
DB01122,Q3MS49,0.962712941
DB01250,P14410,0.962712941
DB00341,P26447,0.962712941
DB09047,Q3MS49,0.962712941
DB01581,P0DTD1,0.962712941
DB12789,P02818,0.962616674
DB01246,P0AD64,0.962616674
DB01246,Q9F663,0.962616674
DB04575,P23786,0.962616674
DB11328,Q07699,0.962616674
DB01070,P21980,0.962616674
DB00600,P61073,0.962520418
DB01619,P16233,0.962520418
DB01619,P07098,0.962520418
DB01619,P49327,0.962520418
DB01421,O75874,0.962520418
DB11328,P00492,0.962231705
DB00272,O75762,0.962231705
DB00251,P10620,0.962231705
DB00923,Q15825,0.962231705
DB12789,P48736,0.962231705
DB00251,Q16873,0.962231705
DB00272,P03886,0.962231705
DB00923,P07327,0.962231705
DB00923,Q92806,0.962231705
DB00498,P69905,0.962231705
DB00923,P19320,0.962231705
DB00251,Q04760,0.962231705
DB00272,P98194,0.962231705
DB00272,Q7Z2W7,0.962231705
DB01605,Q8TDS4,0.962231705
DB00251,P28161,0.962231705
DB00828,Q9Y2T6,0.962231705
DB00262,P22460,0.962231705
DB00923,P48051,0.962231705
DB00941,Q9F663,0.962039278
DB01084,P05230,0.962039278
DB00941,P0AD64,0.962039278
DB00670,P41180,0.962039278
DB09220,P61073,0.962039278
DB00262,Q5T1J1,0.961943079
DB01153,P12235,0.961943079
DB14783,P51168,0.961943079
DB01153,P05141,0.961943079
DB00226,P01579,0.961943079
DB01153,P12236,0.961943079
DB03085,Q13956,0.961943079
DB14783,P51172,0.961943079
DB00262,O15530,0.961943079
DB11328,Q96SW2,0.961943079
DB14783,P37088,0.961943079
DB06751,P51649,0.961943079
DB03085,P18545,0.961943079
DB15694,P69905,0.961943079
DB14783,P51170,0.961943079
DB01599,P21430,0.961846889
DB06802,P0DTD1,0.961750709
DB01613,P80511,0.961750709
DB01063,Q5SHN7,0.961750709
DB01599,P49721,0.961750709
DB00868,K9N7C7,0.961750709
DB12532,P53355,0.961750709
DB09069,P9WPS1,0.961750709
DB06780,P29034,0.961750709
DB01063,P25815,0.961750709
DB11201,P0DTD1,0.961750709
DB01122,K9N7C7,0.961750709
DB00299,P23297,0.961750709
DB01581,P0C6X7,0.961750709
DB01010,K9N7C7,0.961750709
DB00769,P80511,0.961750709
DB01330,P9WPS1,0.961750709
DB01130,P80511,0.961750709
DB01057,K9N7C7,0.961750709
DB00944,K9N7C7,0.961750709
DB00293,Q13315,0.961750709
DB01250,Q9Y6R4,0.961750709
DB09069,P0C6X7,0.961750709
DB00426,P26447,0.961750709
DB00183,K9N7C7,0.961750709
DB00299,P26447,0.961750709
DB11217,P0C6X7,0.961750709
DB01250,O14578,0.961750709
DB00621,P25815,0.961750709
DB00892,K9N7C7,0.961750709
DB00452,I6TLU5,0.961750709
DB01419,P0DTD1,0.961750709
DB01116,K9N7C7,0.961750709
DB01400,K9N7C7,0.961750709
DB00991,P0DTD1,0.961750709
DB13158,P80511,0.961750709
DB06781,P80511,0.961750709
DB01082,I6TLU5,0.961750709
DB00267,P0C6X7,0.961750709
DB06706,Q3MS49,0.961750709
DB09069,K9N7C7,0.961750709
DB01581,P9WPS1,0.961750709
DB01426,Q5S007,0.961750709
DB01600,P0DTD1,0.961750709
DB00389,P80511,0.961750709
DB01057,P0C6X7,0.961750709
DB09526,P0C6X7,0.961750709
DB01099,P12823,0.961750709
DB01057,P9WPS1,0.961750709
DB00989,K9N7C7,0.961750709
DB09526,P9WPS1,0.961750709
DB00979,K9N7C7,0.961750709
DB09477,Q9NR33,0.961750709
DB11071,P0DTD1,0.961750709
DB00891,Q3MS49,0.961750709
DB11323,P0DTD1,0.961750709
DB01250,Q9UI33,0.961750709
DB00733,K9N7C7,0.961750709
DB00928,O95298,0.961750709
DB08809,Q15878,0.961750709
DB01399,P0DTD1,0.961750709
DB00621,Q5SHN7,0.961750709
DB00928,Q03393,0.961750709
DB01599,P09429,0.961750709
DB01330,K9N7C7,0.961750709
DB00426,P23297,0.961750709
DB01113,P54710,0.961750709
DB12532,O94804,0.961750709
DB11217,P9WPS1,0.961750709
DB08819,K9N7C7,0.961750709
DB00596,P80511,0.961750709
DB12532,Q9NSY1,0.961750709
DB00226,P37288,0.961750709
DB01260,P80511,0.961750709
DB11217,K9N7C7,0.961750709
DB09526,K9N7C7,0.961750709
DB01581,K9N7C7,0.961750709
DB12532,Q04912,0.961750709
DB00355,P78527,0.961750709
DB01330,P0C6X7,0.961750709
DB12532,P21860,0.961750709
DB00928,P0ADY7,0.961750709
DB01421,P46925,0.961558378
DB00226,P30530,0.961558378
DB04864,P28161,0.961558378
DB04880,P69905,0.961558378
DB00226,P51813,0.961558378
DB03754,Q99870,0.961558378
DB03085,P46925,0.961558378
DB00226,P06213,0.961558378
DB04864,Q04760,0.961558378
DB00748,P0AD64,0.961558378
DB06827,Q8TDS4,0.961558378
DB00235,P19320,0.961558378
DB00226,P51451,0.961558378
DB04864,P10620,0.961558378
DB00226,P51787,0.961558378
DB00235,P48051,0.961558378
DB09041,P51649,0.961558378
DB00226,P42680,0.961558378
DB00235,Q15825,0.961558378
DB00226,P48736,0.961558378
DB00748,Q9F663,0.961558378
DB00235,O60427,0.961558378
DB00226,P42681,0.961558378
DB00902,P05230,0.961558378
DB03754,P00492,0.961558378
DB09257,P23560,0.961558378
DB01170,Q9NR96,0.961558378
DB00235,P07327,0.961558378
DB04864,Q16873,0.961558378
DB00235,Q92806,0.961558378
DB06827,P98194,0.961366086
DB01421,Q07699,0.961269954
DB01421,P35218,0.961269954
DB01421,P19634,0.961269954
DB01421,P23280,0.961269954
DB01421,P19801,0.961269954
DB01421,Q9NY46,0.961269954
DB00302,O15530,0.961173832
DB00498,P28161,0.961173832
DB01616,P19801,0.961173832
DB00498,Q04760,0.961173832
DB03754,O00305,0.961173832
DB03754,P54284,0.961173832
DB00348,Q16739,0.961173832
DB01003,P07327,0.961173832
DB00498,P10620,0.961173832
DB01616,P19634,0.961173832
DB01003,P19320,0.961173832
DB01091,Q9NR82,0.961173832
DB09040,Q04206,0.961173832
DB00600,O60427,0.961173832
DB00498,Q16873,0.961173832
DB01003,Q92806,0.961173832
DB02925,Q04206,0.961173832
DB00302,P50135,0.961173832
DB03754,P42336,0.961173832
DB01003,Q15825,0.961173832
DB12328,O60488,0.961173832
DB00419,P37288,0.961077719
DB01070,Q08257,0.961077719
DB01070,O15530,0.961077719
DB05246,Q9H169,0.960789439
DB05246,Q8IWT1,0.960789439
DB00452,O95835,0.960789439
DB01063,P80511,0.960789439
DB00267,P0DTD1,0.960789439
DB00890,P0C6X7,0.960789439
DB12532,Q54873,0.960789439
DB00426,P29034,0.960789439
DB01250,O14976,0.960789439
DB00181,P80511,0.960789439
DB00302,P22001,0.960789439
DB01170,P01579,0.960789439
DB00299,Q86V67,0.960789439
DB01153,P45954,0.960789439
DB12532,O95819,0.960789439
DB12532,O14976,0.960789439
DB01619,P05230,0.960789439
DB00452,Q9HGT2,0.960789439
DB09488,P12236,0.960789439
DB00299,P0A7R5,0.960789439
DB00670,P12236,0.960789439
DB01250,Q9P2K8,0.960789439
DB01426,O14578,0.960789439
DB01157,P42345,0.960789439
DB00928,P0A7J6,0.960789439
DB01599,P50870,0.960789439
DB01170,P51787,0.960789439
DB00389,P9WPS1,0.960789439
DB00621,P80511,0.960789439
DB09477,P01350,0.960789439
DB01082,O95835,0.960789439
DB00426,Q86V67,0.960789439
DB00263,P12823,0.960789439
DB01082,Q9HGT2,0.960789439
DB05246,Q8MU52,0.960789439
DB01143,Q3MS49,0.960789439
DB01426,P26676,0.960789439
DB00426,P0A7R5,0.960789439
DB11160,Q9F663,0.960789439
DB00928,L0LZJ6,0.960789439
DB05246,P50870,0.960789439
DB09488,P05141,0.960789439
DB00890,K9N7C7,0.960789439
DB00670,P12235,0.960789439
DB12532,Q8IYT8,0.960789439
DB11160,P0AD64,0.960789439
DB00689,K9N7C7,0.960789439
DB14033,P12823,0.960789439
DB00226,O60427,0.960789439
DB00670,P05141,0.960789439
DB11327,Q86V67,0.960789439
DB00267,K9N7C7,0.960789439
DB01613,P25815,0.960789439
DB01157,P26676,0.960789439
DB00928,Q9NR33,0.960789439
DB04575,P45954,0.960789439
DB09488,P12235,0.960789439
DB01426,P42345,0.960789439
DB05246,Q2G0P0,0.960789439
DB06780,O90777,0.960789439
DB00299,P29034,0.960789439
DB00760,Q13315,0.960789439
DB00181,Q5SHN7,0.960789439
DB03754,Q9UGN5,0.9605973
DB00807,P05230,0.960501246
DB00600,P69905,0.9604052
DB00735,P23469,0.9604052
DB00735,Q13332,0.9604052
DB03085,Q16665,0.9604052
DB00226,P11474,0.9604052
DB00828,O95069,0.9604052
DB00226,O95718,0.9604052
DB03754,P24752,0.9604052
DB00735,P38606,0.9604052
DB01366,P05230,0.960309165
DB00226,P07327,0.960021115
DB11496,P43116,0.960021115
DB12328,P11413,0.960021115
DB01153,P51649,0.960021115
DB00226,P00326,0.960021115
DB12789,Q16853,0.960021115
DB03754,O75762,0.960021115
DB00941,P21430,0.960021115
DB00226,P19320,0.960021115
DB12328,O60391,0.960021115
DB00735,Q9NR82,0.960021115
DB00226,P00325,0.960021115
DB00524,Q9NR82,0.960021115
DB03754,Q7Z2W7,0.960021115
DB00226,Q15825,0.960021115
DB00226,P48051,0.960021115
DB00226,Q92806,0.960021115
DB01122,P0DTD1,0.95982913
DB04865,P78559,0.95982913
DB00876,P78527,0.95982913
DB06800,P78527,0.95982913
DB09477,Q5SHN7,0.95982913
DB01599,Q9UNN8,0.95982913
DB00181,O90777,0.95982913
DB05246,Q9NY72,0.95982913
DB01157,Q15878,0.95982913
DB12532,Q92953,0.95982913
DB12532,P80192,0.95982913
DB08819,P0C6X7,0.95982913
DB00452,P21860,0.95982913
DB01082,Q04912,0.95982913
DB06780,P26447,0.95982913
DB01599,Q9NY72,0.95982913
DB05246,P28065,0.95982913
DB04843,Q3MS49,0.95982913
DB08819,P0DTD1,0.95982913
DB00183,P0C6X7,0.95982913
DB01082,Q91CQ6,0.95982913
DB01400,P0DTD1,0.95982913
DB00452,Q96PY6,0.95982913
DB05246,O60939,0.95982913
DB08809,P42345,0.95982913
DB00928,Q15185,0.95982913
DB01082,P21860,0.95982913
DB01613,P0A7R5,0.95982913
DB01116,P0C6X7,0.95982913
DB00452,Q91CQ6,0.95982913
DB00989,P0DTD1,0.95982913
DB01299,P0DTD1,0.95982913
DB00979,P0C6X7,0.95982913
DB01400,P0C6X7,0.95982913
DB11327,O90777,0.95982913
DB00261,Q3MS49,0.95982913
DB00452,Q9UKE5,0.95982913
DB00697,Q3MS49,0.95982913
DB00733,P0DTD1,0.95982913
DB12532,Q9H0K1,0.95982913
DB11327,P26447,0.95982913
DB00944,P0DTD1,0.95982913
DB00452,Q9H2G2,0.95982913
DB01082,Q6ZN16,0.95982913
DB00452,Q6DT37,0.95982913
DB00354,Q3MS49,0.95982913
DB12532,Q12866,0.95982913
DB00452,Q04912,0.95982913
DB11660,P80511,0.95982913
DB01010,P0DTD1,0.95982913
DB01082,Q9UKE5,0.95982913
DB00452,Q6ZN16,0.95982913
DB00710,P12823,0.95982913
DB01599,P30536,0.95982913
DB12532,Q96PY6,0.95982913
DB00868,P0C6X7,0.95982913
DB00775,P54710,0.95982913
DB05246,P49721,0.95982913
DB06780,P25815,0.95982913
DB00892,P0C6X7,0.95982913
DB00979,P0DTD1,0.95982913
DB00928,A0A023W3H0,0.95982913
DB00183,P0DTD1,0.95982913
DB08809,Q07864,0.95982913
DB01082,Q6DT37,0.95982913
DB00710,P78559,0.95982913
DB12532,Q05397,0.95982913
DB12532,O14936,0.95982913
DB01157,O14578,0.95982913
DB01010,P0C6X7,0.95982913
DB12532,P53396,0.95982913
DB01209,P78527,0.95982913
DB00989,P0C6X7,0.95982913
DB00868,P0DTD1,0.95982913
DB08809,P26676,0.95982913
DB01157,Q9UQD0,0.95982913
DB01250,Q7Z460,0.95982913
DB01082,Q96PY6,0.95982913
DB05246,Q9UNN8,0.95982913
DB01116,P0DTD1,0.95982913
DB00944,P0C6X7,0.95982913
DB01613,P26447,0.95982913
DB01082,Q9H2G2,0.95982913
DB01122,P0C6X7,0.95982913
DB00892,P0DTD1,0.95982913
DB00733,P0C6X7,0.95982913
DB00259,P10253,0.959733152
DB00259,O43451,0.959733152
DB00226,Q9UBN7,0.959637183
DB00226,P21589,0.959637183
DB00419,Q9HC97,0.959637183
DB00226,P51168,0.959637183
DB06718,Q16853,0.959637183
DB00226,P37088,0.959637183
DB00226,P51172,0.959637183
DB08799,P21430,0.959637183
DB00226,P51170,0.959637183
DB11328,Q6GI75,0.959637183
DB00955,Q07699,0.959445275
DB15694,Q13464,0.959445275
DB00610,P61073,0.959445275
DB01421,Q7L0J3,0.959445275
DB00262,P61073,0.959445275
DB00524,P41180,0.959349335
DB01421,O95069,0.959349335
DB00524,Q04206,0.959157485
DB00600,P10620,0.959157485
DB09220,P07327,0.959157485
DB00226,P24093,0.959157485
DB06718,P41594,0.959157485
DB09041,P61073,0.959157485
DB09220,P19320,0.959157485
DB00894,Q13332,0.959157485
DB00226,P78348,0.959157485
DB09041,P41180,0.959157485
DB00894,P38606,0.959157485
DB00600,P28161,0.959157485
DB00941,Q9ULX7,0.959157485
DB00894,P23469,0.959157485
DB01091,Q9UNP4,0.959157485
DB09220,P48051,0.959157485
DB00600,Q16873,0.959157485
DB00192,Q04206,0.959157485
DB09220,Q15825,0.959157485
DB09220,Q92806,0.959157485
DB00600,Q04760,0.959157485
DB04575,Q14957,0.958965672
DB01421,P20618,0.958965672
DB01421,P28074,0.958965672
DB01130,P9WPS1,0.958869781
DB09477,A0A068JFB7,0.958869781
DB01082,Q9H2K8,0.958869781
DB00634,P0C6X7,0.958869781
DB01130,P54710,0.958869781
DB04865,P42345,0.958869781
DB06781,P54710,0.958869781
DB01419,P0C6X7,0.958869781
DB09143,Q3MS49,0.958869781
DB00928,Q9NRF9,0.958869781
DB01426,Q05318,0.958869781
DB06781,P9WPS1,0.958869781
DB01764,Q3MS49,0.958869781
DB01250,P11137,0.958869781
DB00293,P12823,0.958869781
DB12532,Q9UF33,0.958869781
DB01260,P54710,0.958869781
DB00769,P54710,0.958869781
DB12532,P36956,0.958869781
DB00389,P29034,0.958869781
DB01256,Q3MS49,0.958869781
DB13155,P0DTD1,0.958869781
DB11327,Q5SHN7,0.958869781
DB01157,Q15746,0.958869781
DB08809,P11137,0.958869781
DB00991,P0C6X7,0.958869781
DB11327,Q9NR33,0.958869781
DB13158,P54710,0.958869781
DB00452,Q13523,0.958869781
DB01399,P0C6X7,0.958869781
DB01600,P0C6X7,0.958869781
DB01260,P9WPS1,0.958869781
DB00769,P9WPS1,0.958869781
DB00719,Q3MS49,0.958869781
DB11327,P29034,0.958869781
DB00309,Q3MS49,0.958869781
DB13158,P9WPS1,0.958869781
DB00452,Q9H2K8,0.958869781
DB00890,P9WPS1,0.958869781
DB12532,Q13370,0.958869781
DB13074,Q3MS49,0.958869781
DB01319,Q3MS49,0.958869781
DB00928,F5HGI9,0.958869781
DB01066,P0DTD1,0.958869781
DB00596,P54710,0.958869781
DB05246,P08620,0.958869781
DB06780,Q5SHN7,0.958869781
DB12532,O14746,0.958869781
DB11201,P0C6X7,0.958869781
DB01082,Q13523,0.958869781
DB09090,Q3MS49,0.958869781
DB11640,K9N7C7,0.958869781
DB12532,O00444,0.958869781
DB12532,Q9UL54,0.958869781
DB09083,Q3MS49,0.958869781
DB11071,P0C6X7,0.958869781
DB12532,Q15139,0.958869781
DB01599,Q8MU52,0.958869781
DB00389,P23297,0.958869781
DB06802,P0C6X7,0.958869781
DB03754,Q969P6,0.958869781
DB00596,P9WPS1,0.958869781
DB04835,Q3MS49,0.958869781
DB12532,P9WNL5,0.958869781
DB14019,Q3MS49,0.958869781
DB08903,Q3MS49,0.958869781
DB11327,P23297,0.958869781
DB11323,P0C6X7,0.958869781
DB06410,Q3MS49,0.958869781
DB00807,P21430,0.958773898
DB06795,O60488,0.958773898
DB06766,P41594,0.958773898
DB15694,Q6GI75,0.958773898
DB09040,P12235,0.958773898
DB00504,Q13332,0.958773898
DB09040,P12236,0.958773898
DB00610,O60488,0.958773898
DB12328,O60427,0.958773898
DB01170,P69905,0.958773898
DB00262,Q92206,0.958773898
DB00504,P38606,0.958773898
DB01616,Q9NR82,0.958773898
DB09040,P05141,0.958773898
DB00504,Q9ULX7,0.958773898
DB00504,P23469,0.958773898
DB11328,O43614,0.958582163
DB00941,Q7L0J3,0.958582163
DB01421,Q16853,0.958582163
DB00600,P16233,0.958582163
DB00600,P07098,0.958582163
DB01170,O75874,0.958582163
DB11328,O43613,0.958582163
DB00600,P49327,0.958582163
DB00427,P41180,0.958390466
DB01125,Q16739,0.958294631
DB01170,P51168,0.958294631
DB11328,Q9Y6F1,0.958294631
DB01180,O60391,0.958294631
DB01061,P19320,0.958294631
DB01170,P37088,0.958294631
DB01061,Q92806,0.958294631
DB00525,P23560,0.958294631
DB08799,Q13332,0.958294631
DB00748,P21430,0.958294631
DB06766,P23786,0.958294631
DB00419,P00492,0.958294631
DB00226,P83223,0.958294631
DB01170,P51172,0.958294631
DB00226,Q9NYK1,0.958294631
DB08799,P38606,0.958294631
DB01246,P23469,0.958294631
DB01246,P38606,0.958294631
DB00941,Q04206,0.958294631
DB01061,Q15825,0.958294631
DB01153,Q9H093,0.958294631
DB00474,P05230,0.958294631
DB01170,P51170,0.958294631
DB00226,P68371,0.958294631
DB08799,P23469,0.958294631
DB12789,Q16790,0.958294631
DB01246,Q13332,0.958294631
DB01180,P11413,0.958294631
DB03085,P02818,0.958294631
DB01070,O75311,0.958294631
DB01061,P07327,0.958294631
DB00302,Q14534,0.958102992
DB00226,P54750,0.958007186
DB00302,P42680,0.958007186
DB01421,P23786,0.958007186
DB00226,Q01064,0.958007186
DB00302,P51451,0.958007186
DB00226,Q13464,0.958007186
DB01070,P01579,0.958007186
DB00302,P51813,0.958007186
DB00302,P06213,0.958007186
DB00941,P00747,0.958007186
DB00302,P30530,0.958007186
DB00498,P05230,0.958007186
DB00302,P42681,0.958007186
DB01613,P29034,0.95791139
DB13520,P07327,0.95791139
DB01082,P14616,0.95791139
DB01148,P54710,0.95791139
DB00928,P00378,0.95791139
DB00928,P0ABQ4,0.95791139
DB13520,P48051,0.95791139
DB11071,K9N7C7,0.95791139
DB13520,Q92806,0.95791139
DB00262,P0A8V2,0.95791139
DB06780,A0A068JFB7,0.95791139
DB00452,O95382,0.95791139
DB01600,K9N7C7,0.95791139
DB01250,O95382,0.95791139
DB00928,P40933,0.95791139
DB00928,P68871,0.95791139
DB01082,O95382,0.95791139
DB00710,Q13315,0.95791139
DB01170,P24093,0.95791139
DB00452,P14616,0.95791139
DB01219,P78527,0.95791139
DB00991,K9N7C7,0.95791139
DB00735,Q9UNP4,0.95791139
DB05246,P30044,0.95791139
DB12532,P55157,0.95791139
DB12532,Q9UP95,0.95791139
DB13155,P0C6X7,0.95791139
DB00263,P78559,0.95791139
DB01299,P0C6X7,0.95791139
DB00226,P06478,0.95791139
DB11201,K9N7C7,0.95791139
DB12532,Q14721,0.95791139
DB12924,P0DTD1,0.95791139
DB12532,Q91CQ6,0.95791139
DB00902,Q04206,0.95791139
DB00452,P08069,0.95791139
DB14033,P78559,0.95791139
DB12532,P51692,0.95791139
DB12532,P9WNL7,0.95791139
DB12532,O15075,0.95791139
DB00344,Q3MS49,0.95791139
DB00419,P78348,0.95791139
DB00967,A0A023W3H0,0.95791139
DB12328,P69905,0.95791139
DB01336,P54710,0.95791139
DB03085,O14649,0.95791139
DB01113,K9N7C7,0.95791139
DB01082,P08069,0.95791139
DB00299,P01350,0.95791139
DB09300,P54710,0.95791139
DB13520,Q15825,0.95791139
DB03085,Q9NPC2,0.95791139
DB01170,P78348,0.95791139
DB06802,K9N7C7,0.95791139
DB13520,P19320,0.95791139
DB00876,P12823,0.95791139
DB11640,P0C6X7,0.95791139
DB04876,A0A023W3H0,0.95791139
DB00263,Q13315,0.95791139
DB01399,K9N7C7,0.95791139
DB01426,Q15746,0.95791139
DB12532,P42338,0.95791139
DB11323,K9N7C7,0.95791139
DB01599,O60939,0.95791139
DB12532,P41972,0.95791139
DB01246,Q9NR82,0.95791139
DB01157,P14410,0.95791139
DB01091,P21980,0.95791139
DB00426,P01350,0.95791139
DB00760,Q5S007,0.95791139
DB00928,P04926,0.95791139
DB14033,Q13315,0.95791139
DB01339,A0A023W3H0,0.95791139
DB04865,Q15878,0.95791139
DB00181,P01350,0.95791139
DB00341,A0A023W3H0,0.95791139
DB00634,K9N7C7,0.95791139
DB13155,K9N7C7,0.95791139
DB08801,P54710,0.95791139
DB01419,K9N7C7,0.95791139
DB01070,O60391,0.957815604
DB00226,P24024,0.957719827
DB01421,O00180,0.957719827
DB01421,Q9H252,0.957719827
DB00504,P23560,0.957719827
