DrugID,UniprotID,Scores
DB13908,P0AD64,0.951800333
DB01125,P23786,0.951800333
DB00771,Q15825,0.951800333
DB04880,P23469,0.951800333
DB15694,P60568,0.951800333
DB00941,Q16873,0.951800333
DB01170,P00492,0.951705158
DB00302,Q16832,0.951609992
DB00272,P07098,0.951609992
DB06718,Q96RJ0,0.951609992
DB13520,P23469,0.951609992
DB00256,Q92806,0.951609992
DB00256,P07327,0.951609992
DB00256,Q15825,0.951609992
DB00272,P16233,0.951609992
DB01170,P54284,0.951609992
DB13520,P38606,0.951609992
DB00272,P49327,0.951609992
DB00410,P95029,0.951609992
DB11328,P13500,0.951609992
DB13520,Q13332,0.951609992
DB00256,P19320,0.951609992
DB01170,O00305,0.951609992
DB00525,Q14957,0.951514836
DB00955,O15530,0.951514836
DB01061,P61073,0.951419689
DB03754,P40238,0.951324552
DB00596,Q86V67,0.951229425
DB11160,P21980,0.951229425
DB00339,P23297,0.951229425
DB05246,P40306,0.951229425
DB00259,P11413,0.951229425
DB00902,P49327,0.951229425
DB00341,P40933,0.951229425
DB01339,Q9NRF9,0.951229425
DB00399,P0C6X7,0.951229425
DB08819,P9WPS1,0.951229425
DB00902,P16233,0.951229425
DB01130,Q86V67,0.951229425
DB01339,P40933,0.951229425
DB00942,P49327,0.951229425
DB00775,P0C6X7,0.951229425
DB00979,P80511,0.951229425
DB00479,Q96SW2,0.951229425
DB00154,P0DTD1,0.951229425
DB06147,P54710,0.951229425
DB00474,P00747,0.951229425
DB00341,P0ABQ4,0.951229425
DB09082,P12823,0.951229425
DB01339,P0ABQ4,0.951229425
DB04865,Q9UQD0,0.951229425
DB00452,P22102,0.951229425
DB00892,P80511,0.951229425
DB01298,P12235,0.951229425
DB05246,Q6NS38,0.951229425
DB01298,P12236,0.951229425
DB00524,P69905,0.951229425
DB09477,P30536,0.951229425
DB01250,O14746,0.951229425
DB04876,P40933,0.951229425
DB03085,O75874,0.951229425
DB01122,P80511,0.951229425
DB06781,Q86V67,0.951229425
DB12095,P78527,0.951229425
DB00944,P80511,0.951229425
DB00452,Q54873,0.951229425
DB08799,P27907,0.951229425
DB01082,P22102,0.951229425
DB06147,P78527,0.951229425
DB01209,P12823,0.951229425
DB01170,P07204,0.951229425
DB00221,P12823,0.951229425
DB01599,Q96Q83,0.951229425
DB00399,K9N7C7,0.951229425
DB00226,O43451,0.951229425
DB01400,P80511,0.951229425
DB00181,Q9NR33,0.951229425
DB01426,Q9Y2H9,0.951229425
DB00967,Q9NRF9,0.951229425
DB00942,P16233,0.951229425
DB05246,P9WJ63,0.951229425
DB03085,Q16853,0.951229425
DB01250,Q9UKE5,0.951229425
DB05246,Q9EXV5,0.951229425
DB00733,P80511,0.951229425
DB13158,Q86V67,0.951229425
DB00902,P07098,0.951229425
DB03754,Q9Y6Y9,0.951229425
DB00967,P40933,0.951229425
DB11327,Q03393,0.951229425
DB12532,O75460,0.951229425
DB00272,O60427,0.951229425
DB00341,Q9NRF9,0.951229425
DB01382,P78559,0.951229425
DB03085,P98194,0.951229425
DB01010,P80511,0.951229425
DB06821,P23786,0.951229425
DB06751,P21430,0.951229425
DB00621,P0A7R5,0.951229425
DB08799,P06818,0.951229425
DB01250,O75747,0.951229425
DB01046,P42345,0.951229425
DB01613,L0LZJ6,0.951229425
DB00867,P12823,0.951229425
DB00928,Q91RS4,0.951229425
DB01599,P29972,0.951229425
DB12532,P12488,0.951229425
DB00967,P0ABQ4,0.951229425
DB01246,P51649,0.951229425
DB01250,P9WNL9,0.951229425
DB03754,P22001,0.951229425
DB05246,Q9Y478,0.951229425
DB00226,P10253,0.951229425
DB05246,P66010,0.951229425
DB01421,P07195,0.951229425
DB05246,P08164,0.951229425
DB00989,P80511,0.951229425
DB12789,Q9NYK1,0.951229425
DB01250,Q9H2G2,0.951229425
DB01426,Q9UI33,0.951229425
DB09282,Q3MS49,0.951229425
DB08799,P51649,0.951229425
DB00942,P07098,0.951229425
DB03085,P03886,0.951229425
DB04843,P78527,0.951229425
DB12329,P0DTD1,0.951229425
DB00868,P80511,0.951229425
DB00183,P80511,0.951229425
DB01046,Q15878,0.951229425
DB04876,P0ABQ4,0.951229425
DB00891,P78527,0.951229425
DB00884,P12823,0.951229425
DB12532,Q16512,0.951229425
DB12095,Q3MS49,0.951229425
DB01298,P05141,0.951229425
DB12532,Q89ZI2,0.951229425
DB01046,P26676,0.951229425
DB01116,P80511,0.951229425
DB01260,Q86V67,0.951229425
DB00354,P78527,0.951229425
DB00769,Q86V67,0.951229425
DB05246,P12461,0.951229425
DB01082,Q54873,0.951229425
DB01170,P07359,0.951229425
DB05246,P37321,0.951229425
DB06780,O95298,0.951229425
DB12532,P29074,0.951229425
DB12532,P22102,0.951229425
DB01157,Q6DT37,0.951229425
DB08809,Q9Y2H9,0.951229425
DB06800,P12823,0.951229425
DB01170,P31151,0.951229425
DB12789,Q16832,0.951229425
DB00748,O60488,0.951229425
DB12532,Q14003,0.951229425
DB01291,P12823,0.951229425
DB01063,P0A7R5,0.951229425
DB04876,Q9NRF9,0.951229425
DB09552,P28161,0.950944098
DB09552,Q16873,0.950944098
DB09552,P10620,0.950944098
DB09552,Q04760,0.950944098
DB00410,Q92206,0.950944098
DB01421,P00326,0.950849009
DB01421,P07327,0.950849009
DB15694,P50135,0.950849009
DB01421,Q92806,0.950849009
DB00942,O60427,0.950849009
DB01421,Q15825,0.950849009
DB00919,O60427,0.950849009
DB00902,Q14957,0.950849009
DB01421,P00325,0.950849009
DB01421,P48051,0.950849009
DB01421,P19320,0.950849009
DB00262,P48736,0.950849009
DB00251,O75311,0.950753929
DB00479,Q16832,0.950753929
DB01170,P35218,0.950658858
DB01125,P21980,0.950658858
DB11328,Q08345,0.950658858
DB00262,Q6GI75,0.950658858
DB00190,P21430,0.950658858
DB01170,Q07699,0.950658858
DB00498,P00747,0.950658858
DB11328,Q16853,0.950658858
DB01301,P69905,0.950658858
DB01170,Q9NY46,0.950658858
DB01125,P12235,0.950658858
DB15694,P51787,0.950658858
DB00552,P21980,0.950658858
DB01125,P12236,0.950658858
DB01125,P05141,0.950658858
DB01170,P23280,0.950658858
DB01170,P28074,0.950468745
DB01170,P20618,0.950468745
DB03754,P49327,0.950468745
DB03754,P16233,0.950468745
DB00226,P0A8V2,0.950468745
DB00348,O60427,0.950468745
DB00504,O60427,0.950468745
DB01070,P06715,0.950468745
DB03754,P07098,0.950468745
DB01153,Q16739,0.950468745
DB01172,P0C6X7,0.950278671
DB14033,Q15878,0.950278671
DB05246,P48729,0.950278671
DB01599,Q6NS38,0.950278671
DB00596,P25815,0.950278671
DB01339,P68871,0.950278671
DB11793,Q3MS49,0.950278671
DB01130,P25815,0.950278671
DB01082,O75460,0.950278671
DB01599,P40306,0.950278671
DB09040,P41180,0.950278671
DB05246,O75716,0.950278671
DB00426,P0ADY7,0.950278671
DB00299,P0ADY7,0.950278671
DB01082,Q13546,0.950278671
DB00928,Q8MU52,0.950278671
DB00710,P42345,0.950278671
DB01157,Q6ZN16,0.950278671
DB12532,Q8TET4,0.950278671
DB01146,P78527,0.950278671
DB12532,O43283,0.950278671
DB01426,Q7Z460,0.950278671
DB00775,O90777,0.950278671
DB00941,P23416,0.950278671
DB06698,Q3MS49,0.950278671
DB00389,P0A7R5,0.950278671
DB00919,P22001,0.950278671
DB12532,Q12852,0.950278671
DB01082,Q08828,0.950278671
DB01172,K9N7C7,0.950278671
DB01202,P9WPS1,0.950278671
DB06698,P78527,0.950278671
DB00452,Q13546,0.950278671
DB01260,P25815,0.950278671
DB00928,P09429,0.950278671
DB00263,Q15878,0.950278671
DB01066,Q9NR33,0.950278671
DB04876,P68871,0.950278671
DB01237,P78527,0.950278671
DB01250,P9WNL7,0.950278671
DB01599,Q8N1Q1,0.950278671
DB09096,P54710,0.950278671
DB00760,Q3MS49,0.950278671
DB00341,P68871,0.950278671
DB12924,P23297,0.950278671
DB00452,O75460,0.950278671
DB05246,P29972,0.950278671
DB00452,Q08828,0.950278671
DB00967,P68871,0.950278671
DB06714,P78527,0.950278671
DB00775,P01350,0.950278671
DB01146,Q3MS49,0.950278671
DB06781,P25815,0.950278671
DB00452,Q9NSY1,0.950278671
DB05246,P51164,0.950278671
DB09477,Q03393,0.950278671
DB13158,P25815,0.950278671
DB01382,Q13315,0.950278671
DB05246,P06493,0.950278671
DB00769,P25815,0.950278671
DB00299,P40933,0.950278671
DB04865,Q05318,0.950278671
DB01426,Q9UKE5,0.950278671
DB01082,Q9NSY1,0.950278671
DB01157,Q04912,0.950278671
DB00426,P40933,0.950278671
DB06410,P12823,0.950278671
DB01106,Q3MS49,0.950278671
DB00251,O60391,0.950278671
DB01237,Q3MS49,0.950278671
DB08809,P14410,0.950278671
DB01246,O60427,0.94999363
DB11328,P0AES4,0.94999363
DB00942,P69905,0.94999363
DB00600,Q9ULX7,0.94999363
DB06751,Q13332,0.94999363
DB04575,P19801,0.94999363
DB01125,Q9H093,0.94999363
DB06751,Q9ULX7,0.94999363
DB04864,Q9UNP4,0.94999363
DB00600,P38606,0.94999363
DB00272,P69905,0.94999363
DB06821,P12236,0.94999363
DB04575,P19634,0.94999363
DB01438,Q7L0J3,0.94999363
DB03754,Q13464,0.94999363
DB00600,P23469,0.94999363
DB00262,P54219,0.94999363
DB00600,Q13332,0.94999363
DB06751,P38606,0.94999363
DB06821,P05141,0.94999363
DB06821,P12235,0.94999363
DB03754,Q01064,0.94999363
DB04864,P41594,0.94999363
DB03754,P54750,0.94999363
DB00405,O60488,0.94999363
DB06751,P23469,0.94999363
DB01070,Q13233,0.949708674
DB01084,P10620,0.949613708
DB01070,P02818,0.949613708
DB00525,P48058,0.949613708
DB01084,Q16873,0.949613708
DB01084,Q04760,0.949613708
DB00525,P42263,0.949613708
DB01084,P28161,0.949613708
DB00828,Q01064,0.949613708
DB00828,P54750,0.949613708
DB06821,Q9H093,0.949613708
DB00828,P94692,0.949423804
DB00302,P07195,0.949423804
DB00226,P23469,0.949423804
DB00498,P41594,0.949423804
DB00226,P38606,0.949423804
DB06441,P21430,0.949423804
DB00748,P51649,0.949423804
DB15694,Q16853,0.949423804
DB03085,Q16647,0.949423804
DB00226,Q9ULX7,0.949423804
DB00600,Q9NR82,0.949423804
DB00217,Q16739,0.949423804
DB00498,Q9UNP4,0.949423804
DB00226,Q13332,0.949423804
DB11327,Q9NRF9,0.949328867
DB00426,P0ABQ4,0.949328867
DB09090,P54710,0.949328867
DB01256,P54710,0.949328867
DB13074,P78527,0.949328867
DB01082,O14980,0.949328867
DB00293,P42345,0.949328867
DB00299,P0ABQ4,0.949328867
DB01082,Q9NR97,0.949328867
DB14019,P78527,0.949328867
DB04835,P54710,0.949328867
DB00299,L0LZJ6,0.949328867
DB01179,Q3MS49,0.949328867
DB01157,Q56UN5,0.949328867
DB09143,P54710,0.949328867
DB11327,L0LZJ6,0.949328867
DB04835,P78527,0.949328867
DB12532,Q15910,0.949328867
DB08903,P54710,0.949328867
DB11278,P78527,0.949328867
DB01319,P54710,0.949328867
DB09083,P54710,0.949328867
DB01426,Q9Y6R4,0.949328867
DB00719,P78527,0.949328867
DB00452,P51788,0.949328867
DB01099,Q5S007,0.949328867
DB01202,Q86V67,0.949328867
DB00452,O14980,0.949328867
DB01250,P56524,0.949328867
DB13074,P54710,0.949328867
DB04865,Q9UI33,0.949328867
DB01250,Q8N4C8,0.949328867
DB00181,O95298,0.949328867
DB01250,Q13523,0.949328867
DB00621,Q03393,0.949328867
DB01250,P53355,0.949328867
DB00452,Q16512,0.949328867
DB01256,P78527,0.949328867
DB11278,Q3MS49,0.949328867
DB12532,Q86YN6,0.949328867
DB01082,P51788,0.949328867
DB01250,P14616,0.949328867
DB00263,Q5S007,0.949328867
DB12924,Q5SHN7,0.949328867
DB01247,P78527,0.949328867
DB06410,P54710,0.949328867
DB00492,Q3MS49,0.949328867
DB01250,Q96PY6,0.949328867
DB01625,P9WPS1,0.949328867
DB01599,P08164,0.949328867
DB00450,P12823,0.949328867
DB09090,P78527,0.949328867
DB00592,P54710,0.949328867
DB01613,O95298,0.949328867
DB00187,P78527,0.949328867
DB01106,P12823,0.949328867
DB03754,Q99835,0.949328867
DB00876,Q5S007,0.949328867
DB14033,Q5S007,0.949328867
DB01082,Q16512,0.949328867
DB00691,Q3MS49,0.949328867
DB00810,P54710,0.949328867
DB05246,P0C0X1,0.949328867
DB12329,K9N7C7,0.949328867
DB12532,Q86UE8,0.949328867
DB01297,P78527,0.949328867
DB12532,Q9UK32,0.949328867
DB01764,P78527,0.949328867
DB00426,L0LZJ6,0.949328867
DB09351,Q3MS49,0.949328867
DB00719,P54710,0.949328867
DB01599,P51164,0.949328867
DB11660,Q5SHN7,0.949328867
DB14019,P54710,0.949328867
DB00299,A0A023W3H0,0.949328867
DB00452,Q7L7X3,0.949328867
DB01157,O00750,0.949328867
DB11660,P29034,0.949328867
DB12532,Q8N568,0.949328867
DB00187,Q3MS49,0.949328867
DB01082,Q7L7X3,0.949328867
DB01157,P08069,0.949328867
DB01250,P35590,0.949328867
DB08903,P78527,0.949328867
DB06817,P54710,0.949328867
DB09143,P78527,0.949328867
DB01250,Q9NSY1,0.949328867
DB01367,K9N7C7,0.949328867
DB01297,Q3MS49,0.949328867
DB00283,P54710,0.949328867
DB00775,Q5SHN7,0.949328867
DB05246,P25963,0.949328867
DB01599,P0A9Z7,0.949328867
DB00452,Q9NR97,0.949328867
DB01005,P54710,0.949328867
DB05246,P25774,0.949328867
DB01348,Q3MS49,0.949328867
DB00309,P54710,0.949328867
DB01319,P78527,0.949328867
DB00710,P26676,0.949328867
DB01250,P08069,0.949328867
DB11363,P54710,0.949328867
DB00426,A0A023W3H0,0.949328867
DB01063,Q03393,0.949328867
DB00665,Q3MS49,0.949328867
DB12532,Q8L103,0.949328867
DB01599,P9WJ63,0.949328867
DB00928,P62580,0.949328867
DB01764,P54710,0.949328867
DB00309,P78527,0.949328867
DB00699,P54710,0.949328867
DB09083,P78527,0.949328867
DB00792,P54710,0.949328867
DB01626,P78527,0.949328867
DB09351,P78527,0.949328867
DB05246,P0C0X2,0.949328867
DB00389,Q5SHN7,0.949328867
DB00410,P53667,0.949233939
DB00410,P57059,0.949233939
DB00670,O43451,0.949233939
DB00479,Q9Y2T6,0.949233939
DB00410,Q8NG66,0.949233939
DB00670,P10253,0.949233939
DB11587,P41180,0.949233939
DB01605,P60568,0.94913902
DB00955,P12236,0.94913902
DB00955,P05141,0.94913902
DB01605,P19838,0.94913902
DB00955,P95029,0.94913902
DB01421,P04054,0.94913902
DB00217,P23560,0.94913902
DB00955,P12235,0.94913902
DB12789,Q9Y2I1,0.949044111
DB00942,P05230,0.949044111
DB01605,P50135,0.949044111
DB00816,P61073,0.949044111
DB00919,P46925,0.949044111
DB00919,O00555,0.949044111
DB00410,P22001,0.948949211
DB01125,P45954,0.94875944
DB09257,P28161,0.94875944
DB01070,Q9ULX7,0.94875944
DB06795,Q15825,0.94875944
DB09257,Q16873,0.94875944
DB09257,P10620,0.94875944
DB00262,P07327,0.94875944
DB00552,P45954,0.94875944
DB06795,P48051,0.94875944
DB00262,P28472,0.94875944
DB00942,P28161,0.94875944
DB00942,Q04760,0.94875944
DB00262,P00326,0.94875944
DB00262,P19320,0.94875944
DB00748,O60427,0.94875944
DB00600,Q7L0J3,0.94875944
DB08936,O60391,0.94875944
DB00828,P03886,0.94875944
DB06795,Q92806,0.94875944
DB00226,Q08257,0.94875944
DB06795,P19320,0.94875944
DB09257,Q04760,0.94875944
DB00828,P98194,0.94875944
DB00262,P00325,0.94875944
DB00645,P05230,0.94875944
DB00942,P10620,0.94875944
DB00262,Q92806,0.94875944
DB00262,Q15825,0.94875944
DB00942,Q16873,0.94875944
DB06795,P07327,0.94875944
DB00902,O75311,0.948664569
DB00262,B0B3C9,0.948474855
DB14033,Q07864,0.948380012
DB01613,A0A023W3H0,0.948380012
DB01082,Q16584,0.948380012
DB01130,O90777,0.948380012
DB00928,O60939,0.948380012
DB14033,P14410,0.948380012
DB12924,P80511,0.948380012
DB00596,O90777,0.948380012
DB00263,P14410,0.948380012
DB01250,Q05397,0.948380012
DB01426,P53355,0.948380012
DB00452,Q2M2I8,0.948380012
DB05246,Q9UQB9,0.948380012
DB00355,Q13315,0.948380012
DB05246,P18251,0.948380012
DB00263,Q07864,0.948380012
DB01336,P12823,0.948380012
DB00339,O90777,0.948380012
DB00769,O90777,0.948380012
DB01426,Q9UL54,0.948380012
DB12532,Q8IVH8,0.948380012
DB01122,P54710,0.948380012
DB13158,O90777,0.948380012
DB00452,Q9H0K1,0.948380012
DB00339,P29034,0.948380012
DB14033,P26676,0.948380012
DB00944,P54710,0.948380012
DB00452,Q92953,0.948380012
DB00760,O14578,0.948380012
DB01599,P35219,0.948380012
DB00979,P54710,0.948380012
DB06711,P54710,0.948380012
DB12532,P53350,0.948380012
DB00621,P01350,0.948380012
DB06800,Q13315,0.948380012
DB04843,P12823,0.948380012
DB00883,P54710,0.948380012
DB08809,Q7Z460,0.948380012
DB01082,Q2M2I8,0.948380012
DB09082,Q13315,0.948380012
DB01250,Q9H2X6,0.948380012
DB01209,Q13315,0.948380012
DB01116,P54710,0.948380012
DB00452,Q16584,0.948380012
DB09324,P41180,0.948380012
DB05246,P12429,0.948380012
DB01082,Q92953,0.948380012
DB00892,P54710,0.948380012
DB06766,P23416,0.948380012
DB00325,P54710,0.948380012
DB01143,P78527,0.948380012
DB12532,Q12851,0.948380012
DB00733,P54710,0.948380012
DB06817,P78527,0.948380012
DB00389,P25815,0.948380012
DB12532,Q9HBA0,0.948380012
DB01367,P0C6X7,0.948380012
DB01063,P01350,0.948380012
DB01157,Q7Z460,0.948380012
DB01299,Q86V67,0.948380012
DB09242,P54710,0.948380012
DB06781,O90777,0.948380012
DB01157,Q9UP95,0.948380012
DB01082,Q9H0K1,0.948380012
DB00183,P54710,0.948380012
DB00354,P12823,0.948380012
DB00452,P33981,0.948380012
DB06780,Q9NRF9,0.948380012
DB01260,O90777,0.948380012
DB08809,O14578,0.948380012
DB01082,Q06418,0.948380012
DB01063,A0A023W3H0,0.948380012
DB01599,C7C422,0.948380012
DB01010,P54710,0.948380012
DB00689,P9WPS1,0.948380012
DB09324,P61073,0.948380012
DB09477,Q9NRF9,0.948380012
DB00452,Q06418,0.948380012
DB00775,Q86V67,0.948380012
DB01400,P54710,0.948380012
DB00867,Q13315,0.948380012
DB00154,P0C6X7,0.948380012
DB09300,P12823,0.948380012
DB00339,P26447,0.948380012
DB00710,Q15878,0.948380012
DB01202,P80511,0.948380012
DB01157,Q9Y2H9,0.948380012
DB01046,Q9UQD0,0.948380012
DB00263,P26676,0.948380012
DB00989,P54710,0.948380012
DB01099,Q15878,0.948380012
DB00868,P54710,0.948380012
DB01599,P37321,0.948380012
DB00621,A0A023W3H0,0.948380012
DB01082,P33981,0.948380012
DB12532,Q02156,0.948380012
DB01291,Q13315,0.948380012
DB08801,P12823,0.948380012
DB01219,P12823,0.948380012
DB01148,P12823,0.948380012
DB00221,Q13315,0.948380012
DB01599,P00807,0.948380012
DB01382,Q5S007,0.948380012
DB06751,P00747,0.948285179
DB12789,Q9NY46,0.948285179
DB00479,Q92806,0.948285179
DB00828,P42684,0.948285179
DB00828,Q9NYL2,0.948285179
DB00600,P35408,0.948285179
DB11699,Q16873,0.948285179
DB04864,Q9H093,0.948285179
DB09552,Q92806,0.948285179
DB09552,P07327,0.948285179
DB00479,P00325,0.948285179
DB00828,P54756,0.948285179
DB01061,P05141,0.948285179
DB00828,Q16539,0.948285179
DB11699,P28161,0.948285179
DB00479,Q15825,0.948285179
DB00828,P07947,0.948285179
DB04864,O60488,0.948285179
DB09552,P48051,0.948285179
DB00479,P07327,0.948285179
DB09552,P19320,0.948285179
DB00828,P06241,0.948285179
DB11328,Q92206,0.948285179
DB11699,Q04760,0.948285179
DB11699,P10620,0.948285179
DB00919,Q9NYK1,0.948285179
DB00828,P54760,0.948285179
DB06814,Q9F663,0.948285179
DB00479,P19320,0.948285179
DB01061,P12235,0.948285179
DB00479,P00326,0.948285179
DB09552,Q15825,0.948285179
DB01061,P12236,0.948285179
DB01438,P04746,0.948285179
DB06814,P0AD64,0.948285179
DB00828,P41240,0.948285179
DB00771,P41180,0.948190355
DB00524,P48051,0.948190355
DB08936,P42263,0.948190355
DB08936,P48058,0.948190355
DB00771,P61073,0.948190355
DB06827,P03886,0.948190355
DB01421,Q13233,0.948190355
DB00782,P61073,0.948190355
DB11160,P51649,0.948095541
DB00474,P12235,0.948095541
DB01145,P48051,0.948095541
DB00474,P12236,0.948095541
DB13781,P19320,0.948095541
DB00474,P05141,0.948095541
DB00419,P51812,0.948095541
DB00600,Q04206,0.948095541
DB11328,Q8TDS4,0.948095541
DB06809,Q9UGI5,0.948095541
DB06441,Q9NR82,0.948095541
DB04864,P21980,0.948095541
DB00419,P29466,0.948095541
DB09041,P16066,0.948095541
DB01145,Q15825,0.948095541
DB13781,Q15825,0.948095541
DB13781,Q92806,0.948095541
DB00474,P95029,0.948095541
DB00419,P24385,0.948095541
DB01145,P19320,0.948095541
DB01145,P07327,0.948095541
DB00919,Q16665,0.948095541
DB01145,Q92806,0.948095541
DB13781,P07327,0.948095541
DB01421,P72525,0.947905941
DB01421,P72524,0.947905941
DB02925,P10253,0.947905941
DB02925,O43451,0.947905941
DB01170,Q16790,0.947811155
DB03754,P18545,0.947811155
DB01246,Q04760,0.947811155
DB01246,P28161,0.947811155
DB03754,Q13956,0.947811155
DB01246,Q16873,0.947811155
DB04575,Q9ULX7,0.947811155
DB00828,O60706,0.947811155
DB01246,P10620,0.947811155
DB00748,P69905,0.947811155
DB00941,P19634,0.947716379
DB00941,P19801,0.947716379
DB06795,O43451,0.947716379
DB03085,Q14534,0.947716379
DB01421,P40238,0.947716379
DB00452,P94692,0.947716379
DB13908,P61073,0.947716379
DB00410,Q96SW2,0.947716379
DB06795,P10253,0.947716379
DB00251,P23416,0.947621612
DB00902,P41180,0.947526854
DB00561,Q13315,0.947432107
DB01157,Q91CQ6,0.947432107
DB11660,O90777,0.947432107
DB11660,Q86V67,0.947432107
DB09526,O90777,0.947432107
DB12532,P16591,0.947432107
DB00267,P23297,0.947432107
DB01005,P78527,0.947432107
DB00928,Q9NY72,0.947432107
DB00181,P0ADY7,0.947432107
DB06817,P9WPS1,0.947432107
DB01599,Q9Y478,0.947432107
DB00710,Q07864,0.947432107
DB09477,P04926,0.947432107
DB00854,K9N7C7,0.947432107
DB11278,P12823,0.947432107
DB00621,P0DTD1,0.947432107
DB00844,K9N7C7,0.947432107
DB00339,P01350,0.947432107
DB01082,P29323,0.947432107
DB06410,Q13315,0.947432107
DB00854,P0C6X7,0.947432107
DB00727,P54710,0.947432107
DB01082,Q14697,0.947432107
DB05246,O14788,0.947432107
DB05246,P35219,0.947432107
DB11217,O90777,0.947432107
DB11327,P04926,0.947432107
DB00592,P78527,0.947432107
DB01367,P0DTD1,0.947432107
DB11327,P68871,0.947432107
DB00689,P54710,0.947432107
DB00792,P78527,0.947432107
DB00452,O43283,0.947432107
DB00452,Q14697,0.947432107
DB00452,P29323,0.947432107
DB09477,P0A7J6,0.947432107
DB01330,O90777,0.947432107
DB00810,P78527,0.947432107
DB01082,P20594,0.947432107
DB00452,P20594,0.947432107
DB00928,P08620,0.947432107
DB09075,P78527,0.947432107
DB00899,P0C6X7,0.947432107
DB12532,Q9Y5S1,0.947432107
DB06274,P0C6X7,0.947432107
DB00452,P29376,0.947432107
DB06714,P23297,0.947432107
DB00621,O95298,0.947432107
DB01426,O00750,0.947432107
DB06274,K9N7C7,0.947432107
DB01297,P12823,0.947432107
DB01339,Q15185,0.947432107
DB05246,P0A9Z7,0.947432107
DB01057,O90777,0.947432107
DB05246,P09525,0.947432107
DB00299,Q03393,0.947432107
DB01082,O43283,0.947432107
DB00699,P78527,0.947432107
DB01063,O95298,0.947432107
DB00426,Q15185,0.947432107
DB01082,P29376,0.947432107
DB01046,Q05318,0.947432107
DB05246,P0A6J8,0.947432107
DB01613,Q03393,0.947432107
DB00452,Q8TET4,0.947432107
DB09069,O90777,0.947432107
DB00507,Q3MS49,0.947432107
DB05246,P0C002,0.947432107
DB01250,O75385,0.947432107
DB00689,P23297,0.947432107
DB00899,K9N7C7,0.947432107
DB08809,Q9P2K8,0.947432107
DB00187,P12823,0.947432107
DB12532,P29376,0.947432107
DB00452,P35590,0.947432107
DB00452,Q05397,0.947432107
DB01202,P25815,0.947432107
DB01599,P49788,0.947432107
DB01250,Q9UP95,0.947432107
DB00181,P0C6X7,0.947432107
DB00181,Q03393,0.947432107
DB01599,P0C0X2,0.947432107
DB01157,Q8NEV4,0.947432107
DB00283,P78527,0.947432107
DB00299,Q15185,0.947432107
DB01612,P54710,0.947432107
DB01250,O43283,0.947432107
DB12532,O60603,0.947432107
DB01082,P35590,0.947432107
DB09351,P12823,0.947432107
DB01250,Q56UN5,0.947432107
DB09477,F5HGI9,0.947432107
DB00884,P54710,0.947432107
DB06817,P23297,0.947432107
DB12532,Q14164,0.947432107
DB01099,Q3MS49,0.947432107
DB01581,O90777,0.947432107
DB06817,P25815,0.947432107
DB12532,Q08210,0.947432107
DB01426,O75747,0.947432107
DB01157,P54762,0.947432107
DB01157,Q8N4C8,0.947432107
DB04876,Q15185,0.947432107
DB01250,O95835,0.947432107
DB00341,Q15185,0.947432107
DB00891,Q86V67,0.947432107
DB09477,A0A023W3H0,0.947432107
DB00181,K9N7C7,0.947432107
DB01063,P0DTD1,0.947432107
DB01082,Q8TET4,0.947432107
DB01082,Q05397,0.947432107
DB00844,P0C6X7,0.947432107
DB01046,O14578,0.947432107
DB12532,Q9H4B4,0.947432107
DB00967,Q15185,0.947432107
DB01599,P28062,0.947432107
DB00426,Q03393,0.947432107
DB00405,P51649,0.947337368
DB00498,P48058,0.947337368
DB00262,Q05486,0.947337368
DB00419,Q08257,0.947337368
DB06718,P19320,0.947337368
DB00498,P21980,0.947337368
DB09041,Q92806,0.947337368
DB14783,P05141,0.947337368
DB09041,P10253,0.947337368
DB03754,P02818,0.947337368
DB15694,O60488,0.947337368
DB14783,P12236,0.947337368
DB09041,P19320,0.947337368
DB09041,O43451,0.947337368
DB01091,P07327,0.947337368
DB06809,Q16739,0.947337368
DB01125,P51649,0.947337368
DB00600,P00747,0.947337368
DB01158,P19801,0.947337368
DB01091,P10253,0.947337368
DB14783,P12235,0.947337368
DB01604,P12235,0.947337368
DB06809,P41180,0.947337368
DB06718,Q15825,0.947337368
DB00419,Q08345,0.947337368
DB00955,P22001,0.947337368
DB01091,P19320,0.947337368
DB03754,P05230,0.947337368
DB00405,O60427,0.947337368
DB01604,P05141,0.947337368
DB06718,P48051,0.947337368
DB01091,Q92806,0.947337368
DB06718,P07327,0.947337368
DB00498,P12235,0.947337368
DB09041,P07327,0.947337368
DB01170,Q9ULX7,0.947337368
DB09041,Q15825,0.947337368
DB00498,P42263,0.947337368
DB01091,O43451,0.947337368
DB01091,Q15825,0.947337368
DB01604,P12236,0.947337368
DB01158,P19634,0.947337368
DB00498,P12236,0.947337368
DB00498,P05141,0.947337368
DB06718,Q92806,0.947337368
DB01421,Q08257,0.94714792
DB01153,P35408,0.947053209
DB00610,P23560,0.946958509
DB02925,Q16739,0.946958509
DB03754,P44469,0.946958509
DB11328,P01579,0.946958509
DB00479,O75874,0.946769136
DB01438,P16066,0.946769136
DB00828,Q9Y233,0.946769136
DB00226,Q08881,0.946769136
DB00919,O60391,0.946674464
DB01607,Q15825,0.946674464
DB15694,P95029,0.946674464
DB01607,Q92806,0.946674464
DB00419,P19838,0.946674464
DB00828,P00492,0.946674464
DB00479,P23280,0.946674464
DB00479,P35218,0.946674464
DB00600,Q7Z2W7,0.946674464
DB00427,O60391,0.946674464
